"genus","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn"
"Pseudokephyrion",NA,NA,"Pseudokephyrion/part",NA,NA,NA,NA,NA,NA,"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kephyrion",NA,NA,"Pseudokephyrion/part",NA,NA,NA,NA,NA,NA,"1516",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysocapsella","Chrysophyceae","Ruttneraceae","Chrysocapsella","Chromista","Ochromonadales",NA,"Chromista","1448","1678","1682","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chrysococcus","Chrysophyceae","Chrysococcaceae","Chrysococcus","Chromista","Chromalinales",NA,"Chromista","1448","1746","1751","630578","1714",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dinobryon","Chrysophyceae","Dinobryaceae","Dinobryon","Chromista","Ochromonadales",NA,"Chromista","1448","1514","1515","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mallomonas","Chrysophyceae","Synuraceae","Mallomonas","Chromista","Ochromonadales",NA,"Chromista","1448","1597","1598","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Synura","Chrysophyceae","Synuraceae",NA,"Chromista","Ochromonadales",NA,"Chromista","1448","1597",NA,"630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dictyocha","Chrysophyceae",NA,NA,"Chromista","Dictyochales",NA,"Chromista","1448",NA,NA,"630578","1802",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ochromonas","Chrysophyceae","Ochromonadaceae","Ochromonas","Chromista","Ochromonadales",NA,"Chromista","1448","1452","1455","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Uroglena","Chrysophyceae","Ochromonadaceae","Uroglena","Chromista","Ochromonadales",NA,"Chromista","1448","1452","1483","630578","1451",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pseudopedinella","Chrysophyceae","Pedinellaceae","Pseudopedinella","Chromista","Chromalinales",NA,"Chromista","1448","1783","1787","630578","1714",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bitrichia","Insecta","Hydroptilidae","Jabitrichia","Animalia","Trichoptera","Arthropoda","Bilateria","99208","115629","598659","202423","115095","82696","914154",NA,NA,NA,NA,"Protostomia",NA,"914155",NA,"Pterygota",NA,"100500",NA,NA,NA,NA,"Hexapoda",NA,"563886","Neoptera","Hydroptilinae","Hydroptiloidea","Holometabola","Ecdysozoa","563890","598221","598164","914213","914158"
"Gonyostomum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coronastrum","Chlorophyceae","Scenedesmaceae","Coronastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6270","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diacanthos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Didymogenes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golenkiniopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Podohedra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Koliella","Trebouxiophyceae","Koliellaceae",NA,"Plantae","Prasiolales",NA,"Viridiplantae","846520","955005",NA,"202422","6391",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ankyra","Chlorophyceae","Characiaceae","Ankyra","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","5755","5788","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorococcum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Chlorococcum regulare","2133",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetraedron","Xanthophyceae","Centratractaceae","Pseudotetraedron","Chromista","Mischococcales",NA,"Chromista","1883","2007","2008","630578","1935",NA,"590735",NA,NA,"Xanthophyta","1882",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nannochloris","Trebouxiophyceae","Oocystaceae","Nannochloris","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5825","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Botryococcus","Trebouxiophyceae","Botryococcaceae","Botryococcus","Plantae","Trebouxiales",NA,"Viridiplantae","846520","954981","6306","202422","846593",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dictyosphaerium","Chlorophyceae","Dictyosphaeriaceae","Dictyosphaerium","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6296","6297","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmodictyon","Chlorophyceae","Palmellopsidaceae","Palmodictyon","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","9163","9175","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parapediastrum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pediastrum","Chlorophyceae","Hydrodictyaceae","Pediastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6030","6031","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golenkina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Micractinium","Chlorophyceae","Micractiniaceae","Micractinium","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","6313","6321","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Microspora","Cyanophyceae","Chroococcaceae","Aphanothece","Bacteria","Chroococcales","Cyanobacteria","Negibacteria","602","604","636","50","603","956108","956096","Aphanothece microspora","649",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ankistrodesmus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ankistrodesmus setigurus","5659",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eremosphaera","Trebouxiophyceae","Oocystaceae","Eremosphaera","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5984","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Keratococcus","Trebouxiophyceae","Chlorellaceae","Keratococcus","Plantae","Chlorellales",NA,"Viridiplantae","846520","6025","202441","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirchneriella","Chlorophyceae","Selenastraceae","Kirchneriella","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954992","5895","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lagerheimia","Cyanophyceae","Oscillatoriaceae","Lyngbya","Bacteria","Nostocales","Cyanobacteria","Negibacteria","602","862","870","50","861","956108","956096","Lyngbya lagerheimia","892",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Monoraphidium","Chlorophyceae","Selenastraceae","Monoraphidium","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954992","5990","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nephrocytium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Nephrocytium closterioides","5940",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oocystis","Trebouxiophyceae","Oocystaceae","Oocystis","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5827","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Planktosphaeria","Trebouxiophyceae","Oocystaceae","Planktosphaeria","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5909","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quadrigula","Chlorophyceae","Selenastraceae","Quadrigula","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954992","5938","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schroederia","Chlorophyceae","Chlorococcaceae","Schroederia","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","5647","5656","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Selenastrum","Chlorophyceae","Selenastraceae","Selenastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954992","6249","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Westella","Trebouxiophyceae","Oocystaceae","Westella","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5969","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Actinastrum","Chlorophyceae","Scenedesmaceae","Actinastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6098","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crucigenia","Chlorophyceae","Scenedesmaceae","Crucigenia","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6225","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crucigeniella",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scenedesmus","Chlorophyceae","Scenedesmaceae","Scenedesmus","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6104","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetrastrum","Chlorophyceae","Scenedesmaceae","Tetrastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6260","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cladophora","Ulvophyceae",NA,NA,"Plantae","Cladophorales",NA,"Viridiplantae","846521",NA,NA,"202422","6745",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rhizoclonium","Ulvophyceae","Cladophoraceae","Rhizoclonium","Plantae","Cladophorales",NA,"Viridiplantae","846521","6746","6853","202422","6745",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cylindrocapsa","Chlorophyceae","Cylindrocapsaceae",NA,"Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","9376",NA,"202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cosmarium","Conjugatophyceae","Desmidiaceae","Cosmarium","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","7848","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Euastrum","Conjugatophyceae","Desmidiaceae","Euastrum","Plantae","Desmidiales",NA,"Viridiplantae","954908","7256","8525","202422","954933",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bulbochaete","Chlorophyceae","Oedogoniaceae","Bulbochaete","Plantae","Oedogoniales",NA,"Viridiplantae","5415","8958","9115","202422","8957",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oedogonium","Chlorophyceae","Oedogoniaceae","Oedogonium","Plantae","Oedogoniales",NA,"Viridiplantae","5415","8958","8959","202422","8957",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorella","Trebouxiophyceae","Oocystaceae","Chlorella","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5811","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Closteriopsis","Trebouxiophyceae","Oocystaceae","Closteriopsis","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5926","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Treubaria","Trebouxiophyceae","Oocystaceae","Treubaria","Plantae","Chlorellales",NA,"Viridiplantae","846520","5810","5919","202422","846591",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Characium","Chlorophyceae","Characiaceae","Characium","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","5755","5756","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sorastrum","Chlorophyceae","Hydrodictyaceae","Sorastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6030","6088","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stauridium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorotetraedron",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coenochloris",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coenococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coelastrum","Chlorophyceae","Scenedesmaceae","Coelastrum","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6273","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetradesmus","Chlorophyceae","Scenedesmaceae","Tetradesmus","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6244","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tetrallantos","Chlorophyceae","Scenedesmaceae","Tetrallantos","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","6097","6247","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chlorolobion",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raphidocelis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elakatothrix","Klebsormidiophyceae","Elakatotrichaceae","Elakatothrix","Plantae","Klebsormidiales",NA,"Viridiplantae","846524","9398","9412","202422","9397",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gloeocystis","Chlorophyceae","Radiococcaceae","Gloeocystis","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954985","6355","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Asterococcus","Chlorophyceae","Palmellopsidaceae","Asterococcus","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","9163","9178","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sphaerocystis","Chlorophyceae","Sphaerocystidaceae","Sphaerocystis","Plantae","Chlamydomonadales",NA,"Viridiplantae","5415","954997","9169","202422","954926",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Radiococcus","Chlorophyceae","Radiococcaceae","Radiococcus","Plantae","Sphaeropleales",NA,"Viridiplantae","5415","954985","5911","202422","9327",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Schizochlamys","Chrysophyceae","Stichogloeaceae","Phaeoschizochlamys","Chromista","Chrysosphaerales",NA,"Chromista","1448","1875","1876","630578","1874",NA,"590735",NA,NA,"Chrysophyta","1447",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Binuclearia","Ulvophyceae","Ulotrichaceae","Binuclearia","Plantae","Ulotrichales",NA,"Viridiplantae","846521","6410","6460","202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Geminella","Ulvophyceae","Ulotrichaceae","Geminella","Plantae","Ulotrichales",NA,"Viridiplantae","846521","6410","6463","202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hormidiopsis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Klebsormidium","Klebsormidiophyceae","Klebsormidiaceae","Klebsormidium","Plantae","Klebsormidiales",NA,"Viridiplantae","846524","955038","6474","202422","9397",NA,"954898",NA,NA,"Charophyta","9417","Streptophyta",NA,"846494",NA,NA,"Charophyta",NA,"954899",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Planctonema","Ulvophyceae","Ulotrichaceae","Planctonema","Plantae","Ulotrichales",NA,"Viridiplantae","846521","6410","6454","202422","6409",NA,"954898",NA,NA,"Chlorophyta","5414","Chlorophyta","Chlorophytina","846493","846499",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
