"algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07","class_itis","family_itis","genus_itis","kingdom_itis","order_itis","phylum_itis","subkingdom_itis","class_tsn","family_tsn","genus_tsn","kingdom_tsn","order_tsn","phylum_tsn","subkingdom_tsn","species_itis","species_tsn","division_itis","division_tsn","infrakingdom_itis","subdivision_itis","infrakingdom_tsn","subdivision_tsn","subclass_itis","superdivision_itis","subclass_tsn","superdivision_tsn","variety_itis","variety_tsn","suborder_itis","subphylum_itis","suborder_tsn","subphylum_tsn","infraclass_itis","subfamily_itis","superfamily_itis","superorder_itis","superphylum_itis","infraclass_tsn","subfamily_tsn","superfamily_tsn","superorder_tsn","superphylum_tsn","genus_id"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Tetrasporales","Tetrasporales","Radiococcaceae","Radiococcaceae","Radiococcus","Radiococcus; Radiococcus planktonicus","Radiococcus","Chlorophyceae","Radiococcaceae","Radiococcus","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,954985,5911,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,228
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Tetrasporales",NA,"Tetrasporaceae",NA,"Schizochlamys","Schizochlamys",NA,"Chrysophyceae","Stichogloeaceae","Phaeoschizochlamys","Chromista","Chrysosphaerales",NA,"Chromista",1448,1875,1876,630578,1874,NA,590735,NA,NA,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Gloeotilaceae",NA,"Binuclearia","Binuclearia; Binuclearia tectorum",NA,"Ulvophyceae","Ulotrichaceae","Binuclearia","Plantae","Ulotrichales",NA,"Viridiplantae",846521,6410,6460,202422,6409,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,230
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Geminella","Geminella; Geminella interrupta",NA,"Ulvophyceae","Ulotrichaceae","Geminella","Plantae","Ulotrichales",NA,"Viridiplantae",846521,6410,6463,202422,6409,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,231
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Hormidiopsis","Hormidiopsis ellipsoideum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,232
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Klebsormidium","Klebsormidium",NA,"Klebsormidiophyceae","Klebsormidiaceae","Klebsormidium","Plantae","Klebsormidiales",NA,"Viridiplantae",846524,955038,6474,202422,9397,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,233
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Ulotrichales","Ulotrichales","Ulotrichaceae","Ulotrichaceae","Planctonema","Planctonema lauterbornii","Planctonema","Ulvophyceae","Ulotrichaceae","Planctonema","Plantae","Ulotrichales",NA,"Viridiplantae",846521,6410,6454,202422,6409,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,234
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Radiofilum","Radiofilum conjunctivum",NA,"Chlorophyceae","Sphaeropleaceae","Radiofilum","Plantae","Sphaeropleales",NA,"Viridiplantae",5415,9328,6456,202422,9327,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,235
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Raphidonema","Raphidonema nivale",NA,"Ulvophyceae","Ulotrichaceae","Raphidonema","Plantae","Ulotrichales",NA,"Viridiplantae",846521,6410,9399,202422,6409,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Ulotrichales",NA,"Ulotrichaceae",NA,"Stichococcus","Stichococcus",NA,"Trebouxiophyceae","Prasiolaceae","Stichococcus","Plantae","Prasiolales",NA,"Viridiplantae",846520,6393,6411,202422,6391,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,237
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Ulotrichales","Ulotrichales","Ulotrichaceae","Ulotrichaceae","Ulothrix","Ulothrix; Ulothrix subconstricta; Ulothrix subtilissima; Ulothrix variabilis; Ulothrix zonata","Ulothrix","Ulvophyceae","Ulotrichaceae","Ulothrix","Plantae","Ulotrichales",NA,"Viridiplantae",846521,6410,6417,202422,6409,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,238
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Chlamydomonadaceae","Chlamydomonadaceae","Carteria","Carteria","Carteria","Chlorophyceae","Chlamydomonadaceae","Carteria","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5429,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,239
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Chlamydomonadaceae","Chlamydomonadaceae","Chlamydomonas","Chlamydomonas; Chlamydomonas globosa; Chlamydomonas grovei; Chlamydomonas monadina","Chlamydomonas","Chlorophyceae","Chlamydomonadaceae","Chlamydomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5448,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,240
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Chlamydomonadaceae",NA,"Chlorogonium","Chlorogonium",NA,"Chlorophyceae","Chlamydomonadaceae","Chlorogonium","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5539,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,241
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Chlamydomonadaceae",NA,"Sphaerellopsis","Sphaerellopsis",NA,"Chlorophyceae","Chlamydomonadaceae","Sphaerellopsis","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5558,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,242
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Haematococcaceae",NA,"Haematococcus","Haematococcus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Haematococcus salinus",5422,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,243
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Phacotaceae","Phacotaceae","Coccomonas","Coccomonas orbicularis","Coccomonas","Chlorophyceae","Phacotaceae","Coccomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5611,5635,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Phacotaceae",NA,"Dysmorphococcus","Dysmorphococcus",NA,"Chlorophyceae","Phacotaceae","Dysmorphococcus","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5611,5612,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,245
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Prasinophyceae",NA,"Pyramimonas","Pyramimonas; Pyramimonas tetrahynchus",NA,"Pyramimonadophyceae","Pyramimonadaceae","Pyramimonas","Plantae","Pyramimonadales",NA,"Viridiplantae",846519,955033,9535,202422,9514,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Prasinophytina",846493,954901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,246
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Prasinophyceae","Polyblepharidaceae","Tetraselmis","Tetraselmis; Tetraselmis cordiformis","Tetraselmis","Chlorodendrophyceae","Chlorodendraceae","Tetraselmis","Plantae","Chlorodendrales",NA,"Viridiplantae",846515,9566,9560,202422,846579,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,247
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Eudorina","Eudorina; Eudorina elegans","Eudorina","Chlorophyceae","Volvocaceae","Eudorina","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5572,5597,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Gonium","Gonium; Gonium pectorale; Gonium sociale","Gonium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonium tranquillum",734,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,249
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Pandorina","Pandorina; Pandorina morum","Pandorina","Chlorophyceae","Volvocaceae","Pandorina","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5572,5578,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,250
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Volvocales",NA,"Volvocaceae",NA,"Pleodorina","Pleodorina",NA,"Chlorophyceae","Volvocaceae","Pleodorina","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5572,5594,202422,954926,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Volvocales","Volvocales","Volvocaceae","Volvocaceae","Volvox","Volvox","Volvox","Chrysophyceae","Ochromonadaceae","Syncrypta","Chromista","Ochromonadales",NA,"Chromista",1448,1452,1479,630578,1451,NA,590735,"Syncrypta volvox",1482,"Chrysophyta",1447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,252
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Arthrodesmus","Arthrodesmus; Arthrodesmus impar; Arthrodesmus incus; Arthrodesmus longispinus; Arthrodesmus octocornis; Arthrodesmus ralfsii; Arthrodesmus subulatus; Arthrodesmus triangularis; Arthrodesmus validus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Arthrodesmus convergens",7193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,253
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Bambusina","Bambusina",NA,"Conjugatophyceae","Desmidiaceae","Bambusina","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8836,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,254
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Closterium","Closterium; Closterium aciculare; Closterium acutum; Closterium closterioides; Closterium cornu; Closterium gracile; Closterium kuentzingii; Closterium parvulum; Closterium setaceum","Closterium; Closterium kuetzingii","Bacillariophyceae","Bacillariaceae","Nitzschia","Chromista","Bacillariales",NA,"Harosa",2287,572758,5070,630578,590751,NA,969910,"Nitzschia closterium",5149,"Ochrophyta",969917,"Halvaria",NA,969912,NA,"Bacillariophycidae","Heterokonta",969921,969914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Desmidium","Desmidium; Desmidium swartzii",NA,"Conjugatophyceae","Desmidiaceae","Desmidium","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8844,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,256
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Hyalotheca","Hyalotheca; Hyalotheca dissiliens; Hyalotheca undulata",NA,"Xanthophyceae","Characiopsidaceae","Peroniella","Chromista","Mischococcales",NA,"Chromista",1883,1978,1994,630578,1935,NA,590735,"Peroniella hyalothecae",1996,"Xanthophyta",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,257
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Micrasterias","Micrasterias; Micrasterias arcuata; Micrasterias foliacea; Micrasterias johnsonii","Micrasterias","Conjugatophyceae","Desmidiaceae","Micrasterias","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8358,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,258
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Onychonema","Onychonema; Onychonema filiformis; Onychonema laeve",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Onychonema laeve var. latum",8766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,259
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Penium","Penium",NA,"Chlorophyceae","Chlamydomonadaceae","Chlamydomonas","Plantae","Chlamydomonadales",NA,"Viridiplantae",5415,5423,5448,202422,954926,NA,954898,"Chlamydomonas penium",5485,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Pleurotaenium","Pleurotaenium; Pleurotaenium ehrenbergii; Pleurotaenium tridentulum","Pleurotaenium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Pleurotaenium spinulosum",8515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Sphaerozosma","Sphaerozosma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sphaerozosma excavata",7250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Spondylosium","Spondylosium; Spondylosium papillosum; Spondylosium planum; Spondylosium pulchrum","Spondylosium; Spondylosium planum","Conjugatophyceae","Desmidiaceae","Spondylosium","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8468,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,263
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Staurastrum","Staurastrum; Staurastrum alternans; Staurastrum arachne; Staurastrum cingulum; Staurastrum gracile; Staurastrum leptocladum; Staurastrum limneticum; Staurastrum longipes; Staurastrum paradoxum; Staurastrum pentacerum; Staurastrum pingue; Staurastrum setigerum; Staurastrum wolleanum","Staurastrum; Staurastrum paradoxum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Staurastrum connatum",7189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,264
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Staurodesmus","Staurodesmus; Staurodesmus apiculatus; Staurodesmus triangularis","Staurodesmus","Conjugatophyceae","Desmidiaceae","Staurodesmus","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,7182,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,265
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Teilingia","Teilingia; Teilingia excavata; Teilingia granulata; Teilingia wallichii","Teilingia","Conjugatophyceae","Zygnemataceae","Teilingia","Plantae","Zygnematales",NA,"Viridiplantae",954908,6995,7248,202422,6994,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Desmidiaceae",NA,"Tetmemorus","Tetmemorus",NA,"Conjugatophyceae","Desmidiaceae","Tetmemorus","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8483,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Desmidiaceae","Desmidiaceae","Xanthidium","Xanthidium; Xanthidium octocorne","Xanthidium","Conjugatophyceae","Desmidiaceae","Xanthidium","Plantae","Desmidiales",NA,"Viridiplantae",954908,7256,8313,202422,954933,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,268
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Zygnematales",NA,"Mesotaeniaceae",NA,"Gonatozygon","Gonatozygon; Gonatozygon monotaenium",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gonatozygon elegans",8920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Mougeotia","Mougeotia","Mougeotia","Conjugatophyceae","Zygnemataceae","Mougeotia","Plantae","Zygnematales",NA,"Viridiplantae",954908,6995,7055,202422,6994,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,270
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Spirogyra","Spirogyra","Spirogyra","Conjugatophyceae","Zygnemataceae","Spirogyra","Plantae","Zygnematales",NA,"Viridiplantae",954908,6995,6996,202422,6994,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Zygnematales","Zygnematales","Zygnemataceae","Zygnemataceae","Zygnema","Zygnema","Zygnema","Conjugatophyceae",NA,NA,"Plantae","Zygnematales",NA,"Viridiplantae",954908,NA,NA,202422,6994,NA,954898,NA,NA,"Charophyta",9417,"Streptophyta",NA,846494,NA,NA,"Charophyta",NA,954899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Trebouxiophyceae","Oocystales","Chlorococcales","Oocystaceae","Oocystaceae","Franceia","Franceia; Franceia droescheri; Franceia ovalis","Franceia","Trebouxiophyceae","Oocystaceae","Franceia","Plantae","Chlorellales",NA,"Viridiplantae",846520,5810,5958,202422,846591,NA,954898,NA,NA,"Chlorophyta",5414,"Chlorophyta","Chlorophytina",846493,846499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,273
"Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterococcales","Mischococcales","Pleurochloridaceae","Pleurochloridaceae","Goniochloris","Goniochloris; Goniochloris mutica; Goniochloris sculpta","Goniochloris","Xanthophyceae","Pleurochloridaceae","Goniochloris","Chromista","Mischococcales",NA,"Chromista",1883,1937,1960,630578,1935,NA,590735,NA,NA,"Xanthophyta",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,274
"Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterococcales","Heterococcales","Sciadaceae","Sciadaceae","Ophiocytium","Ophiocytium; Ophiocytium bicuspidatum; Ophiocytium capitatum; Ophiocytium cochleare","Ophiocytium; Ophiocytium capitatum","Xanthophyceae","Ophiocytaceae","Ophiocytium","Chromista","Mischococcales",NA,"Chromista",1883,2015,2016,630578,1935,NA,590735,NA,NA,"Xanthophyta",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,275
"Yellow-green algae",NA,"Heterokontophyta",NA,"Xanthophyceae","Heterogloeales",NA,"Heterogloeaceae",NA,"Isthmochloron","Isthmochloron lobulatum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,276
"Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Heterotrichales","Heterotrichales","Tribonematacae","Tribonemataceae","Tribonema","Tribonema","Tribonema","Xanthophyceae",NA,NA,"Chromista","Tribonematales",NA,"Chromista",1883,NA,NA,630578,2049,NA,590735,NA,NA,"Xanthophyta",1882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277
"Yellow-green algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Xanthophyceae","Mischococcales","Heterococcales","Centritractaceae","Sciadaceae","Centritractus","Centritractus; Centritractus belanophorus","Centritractus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,278
