"algal_group12","algal_group07","phylum12","phylum07","class12","order12","order07","family12","family07","genus","sp12","sp07","flag","phylum","subphylum","class","subclass","order","family","genus_new","authority","note","link"
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Gonyaulacales","Peridiniales","Ceratiaceae","Oxytoxaceae","Ceratium","Ceratium; Ceratium carolinianum; Ceratium cornutum; Ceratium furcoides; Ceratium hirundinella","Ceratium; Ceratium hirundinella","","Miozoa","Myzozoa","Dinophyceae","","Gonyaulacales","Ceratiaceae",""," F.Schrank, 1793","","http://algaebase.org/search/genus/detail/?genus_id=t40358b280e02ea75&sk=0"
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Gymnodiniales","Gymnodiniales","Gymnodiniaceae","Gymondiniaceae","Gymnodinium","Gymnodinium; Gymnodinium discoidale; Gymnodinium palustre; Gymnodinium uberrimum","Gymnodinium","","Miozoa","Myzozoa","Dinophyceae","","Gymnodiniales","Gymnodiniaceae","","F.Stein, 1878","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Gymnodiniales",NA,"Kareniaceae",NA,"Karlodinium","Karlodinium",NA,"","Miozoa","Myzozoa","Dinophyceae","","Gymnodiniales","Kareniaceae","","J.Larsen, 2000","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Gymnodiniales",NA,"Kareniaceae",NA,"Katodinium","Katodinium",NA,"","Miozoa","Myzozoa","Dinophyceae","","Gymnodiniales","Tovelliaceae","","B.Fott, 1957","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Oxyrrhinales",NA,"Osyrrhinaceae",NA,"Oxyrrhis","Oxyrrhis",NA,"","Miozoa","Myzozoa","Oxyrrhida","","Oxyrrhinales","Oxyrrhinaceae","","F.Dujardin, 1841","",""
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Peridiniales","Peridiniales","Glenodiniaceae","Glenodiniaceae","Glenodinium","Glenodinium; Glenodinium quadridens","Glenodinium","","Miozoa","Myzozoa","Dinophyceae","","Peridiniales","Glenodiniaceae","","Ehrenberg, 1836","","http://algaebase.org/search/genus/detail/?genus_id=j86913b5eb9e3473b&-session=abv4:CC2E5C920c93d27824vx4F750510"
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Glenodiniaceae",NA,"Heterocapsa","Heterocapsa",NA,"","Miozoa","Myzozoa","Dinophyceae","","Peridiniales","Heterocapsaceae","","F.Stein, 1883","",""
"Dinoflagellates","Dinoflagellate","Myzozoa","Pyrrhophyta","Dinophyceae","Peridiniales","Peridiniales","Peridiniaceae","Peridiniaceae","Peridinium","Peridinium; Peridinium aciculiferum; Peridinium bipes; Peridinium inconspicuum; Peridinium limbatum; Peridinium umbonatum; Peridinium willei; Peridinium wisconsinense","Peridinium","","Miozoa","Myzozoa","Dinophyceae","","Peridiniales","Peridiniaceae","","Ehrenberg, 1830","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Peridiniaceae",NA,"Scrippsiella","Scrippsiella trochoidea",NA,"","Miozoa","Myzozoa","Dinophyceae","","Peridiniales","Thoracosphaeraceae","","Balech ex A.R.Loeblich III, 1965","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Peridiniales",NA,"Protoperidiniaceae",NA,"Protoperidinium","Protoperidinium",NA,"","Miozoa","Myzozoa","Dinophyceae","","Peridiniales","Protoperidiniaceae","","R.S.Bergh, 1881","",""
"Dinoflagellates",NA,"Myzozoa",NA,"Dinophyceae","Phytodiniales",NA,"Phytodiniaceae",NA,"Cystodinium","Cystodinium",NA,"","Miozoa","Myzozoa","Dinophyceae","","Phytodiniales","Phytodiniaceae","","Klebs, 1912","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Euglena","Euglena; Euglena acus; Euglena convoluta; Euglena proxima","Euglena; Euglena gracilis; Euglena minima; Euglena sanguinea","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Euglenaceae","","Ehrenberg, 1830","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Lepocinclis","Lepocinclis; Lepocinclis acus; Lepocinclis ovum; Lepocinclis spirogyroides; Lepocinclis steinii","Lepocinclis; Lepocinclis ovum","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Phacaceae","","Perty, 1849","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Monomorphina","Monomorphina","Monomorphina","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Euglenaceae","","Mereschkowsky, 1877","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Phacus","Phacus; Phacus caudatus; Phacus chloroplastes; Phacus curvicauda; Phacus horridus; Phacus longicauda; Phacus nordstedtii; Phacus orbicularis; Phacus pseudoswirenkoi; Phacus suecicus; Phacus swirenkoi; Phacus tortus","Phacus; Phacus helicoides; Phacus longicauda","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Phacaceae","","Dujardin, 1841","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Strombomonas","Strombomonas; Strombomonas acuminata; Strombomonas conspersa; Strombomonas ovalis; Strombomonas rotunda","Strombomonas","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Euglenaceae","","Deflandre, 1930","",""
"Euglenoids","Euglenoid","Euglenophycota","Euglenophyta","Euglenophyceae","Euglenales","Euglenales","Euglenaceae","Euglenaceae","Trachelomonas","Trachelomonas; Trachelomonas abrupta; Trachelomonas acanthostoma; Trachelomonas armata; Trachelomonas caudata; Trachelomonas cylindrica; Trachelomonas dubia; Trachelomonas ellipsoidalis; Trachelomonas hexangulata; Trachelomonas hispida; Trachelomonas lacustris; Trachelomonas oblonga; Trachelomonas rotunda; Trachelomonas rugulosa; Trachelomonas scabra; Trachelomonas similis; Trachelomonas spectabilis; Trachelomonas subverrucosa; Trachelomonas superba; Trachelomonas variabilis; Trachelomonas volvocina","Trachelomonas; Trachelomonas anmata","","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Euglenaceae","","Ehrenberg, 1835","","http://algaebase.org/search/genus/detail/?genus_id=ad3648bf62c5a425b&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Euglenoids",NA,"Euglenophycota",NA,"Euglenophyceae","Eutreptiales",NA,"Eutreptiaceae",NA,"Eutreptia","Eutreptia",NA,"","Euglenophyta","Euglenoida","Euglenophyceae","","Euglenales","Euglenaceae","","Perty, 1852","",""
"Eustigmatophytes","Yello-Green Algae","Ochrophyta","Isthmochoron","Eustigmatophyceae","Eustigmatales","Tribophyceae","Eustigmataceae","Mischococcales","Pseudostaurastrum","Pseudostaurastrum; Pseudostaurastrum hastatum; Pseudostaurastrum limneticum; Pseudostaurastrum lobulatum","Pseudostaurastrum; Pseudostaurastrum limnetica","","Ochrophyta","","Eustigmatophyceae","","Eustigmatales","Eustigmataceae","","Chodat, 1921","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromalinales","Chromulinales","Chromulinaceae","Chromulinaceae","Chromulina","Chromulina","Chromulina","","Ochrophyta","","Chrysophyceae","","Chromulinales","Chromulinaceae","","L.Cienkowsky, 1870","","http://algaebase.org/search/genus/detail/?genus_id=Kc84e8a7bf067b816&sk=0"
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromalinales","Chromulinales","Dinobryaceae","Chromulinaceae","Pseudokephyrion","Pseudokephyrion; Pseudokephyrion pseudospirale","Pseudokephyrion","","Ochrophyta","","Chrysophyceae","","Chromulinales","Dinobryaceae","","Pascher, 1913","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chromulinales","Chromulinales","Chromulinaceae","Chromulinaceae","Kephyrion","Kephyrion; Kephyrion rubi-claustri","Kephyrion","","Ochrophyta","","Chrysophyceae","","Chromulinales","Dinobryaceae","","Pascher, 1911","",""
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Chromulinales",NA,"Chrysocapsaceae",NA,"Chrysocapsella","Chrysocapsella planctonica",NA,"","Ochrophyta","","Chrysophyceae","","Chromulinales","Chrysocapsaceae","","","","http://algaebase.org/search/genus/detail/?genus_id=Gf33daa82f69b4617&-session=abv4:CC2E5C920c7ad2E632sGFB4C9A8A"
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysococcales","Chrysococcales","Chrysococcaceae","Chrysococcaceae","Chrysococcus","Chrysococcus","Chrysococcus","","Ochrophyta","","Chrysophyceae","","Chromulinales","Dinobryaceae","","Klebs, 1892","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Dinobryaceae","Dinobryaceae","Dinobryon","Dinobryon; Dinobryon bavaricum; Dinobryon crenulatum; Dinobryon cylindricum; Dinobryon divergens; Dinobryon sertularia; Dinobryon sociale","Dinobryon; Dinobryon bavaricum; Dinobryon eurystoma; Dinobryon sertularia","","Ochrophyta","","Chrysophyceae","","Chromulinales","Dinobryaceae","","Ehrenberg, 1834","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Synuraceae","Synuraceae","Mallomonas","Mallomonas; Mallomonas akrokomas; Mallomonas producta","Mallomonas","","Ochrophyta","","Synurophyceae","","Synurales","Mallomonadaceae","","Perty, 1852","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Chrysomonadales","Chrysomonadales","Synuraceae","Synuraceae","Synura","Synura; Synura uvella","Synura","","Ochrophyta","","Synurophyceae","","Synurales","Synuraceae","","Ehrenberg, 1834","",""
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Dictyochales",NA,"Dictyochaceae",NA,"Dictyocha","Dictyocha",NA,"","Ochrophyta","","Dictyochophyceae","","Dictyochales","Dictyochaceae","","Ehrenberg, 1837","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Ochromonadales","Ochromonadales","Ochromonadaceae","Ochromonadaceae","Ochromonas","Ochromonas; Ochromonas pyriformis","Ochromonas","","Ochrophyta","","Chrysophyceae","","Chromulinales","Chromulinaceae","","Vysotskii [Wysotzki, Wyssotzki], 1887","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Ochromonadales","Chrysomonadales","Ochromonadaceae","Ochromonadaceae","Uroglena","Uroglena","Uroglena","","Ochrophyta","","Chrysophyceae","","Chromulinales","Chromulinaceae","","Ehrenberg, 1834","",""
"Golden algae",NA,"Heterokontophyta",NA,"Chrysophyceae","Pedinellales",NA,"Pedinellaceae",NA,"Pseudopedinella","Pseudopedinella pyriformis",NA,"","Ochrophyta","","Dictyochophyceae","","Pedinellales","Pedinellaceae","","N.Carter, 1937","",""
"Golden algae","Yello-Green Algae","Heterokontophyta","Chrysophyta","Chrysophyceae","Stylococcales","Chrysomonadales","Stylococcaceae","Undetermined","Bitrichia","Bitrichia","Bitrichia","","Ochrophyta","","Chrysophyceae","","Hibberdiales","Stylococcaceae","","Woloszynska, 1914","","http://algaebase.org/search/genus/detail/?genus_id=q9a8c6451cec2d6f6&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chattonetales",NA,"Vacuolariaceae",NA,"Gonyostomum","Gonyostomum; Gonyostomum depressum; Gonyostomum semen",NA,"","Ochrophyta","","Raphidophyceae","","Chattonellales","Vacuolariaceae","","K.Diesing, 1866","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Coronastrum","Coronastrum ellipsoideum",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellales","","R.H.Thompson, 1938","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Diacanthos","Diacanthos belanophorus",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Korshikov, 1953","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Didymogenes","Didymogenes",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Schmidle, 1905","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellacae",NA,"Golenkiniopsis","Golenkiniopsis; Golenkiniopsis chlorelloides",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Korshikov, 1953","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Chlorellaceae",NA,"Podohedra","Podohedra falcata",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Düringer, 1958","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorellales",NA,"Koliellaceae",NA,"Koliella","Koliella longiseta",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Prasiolales","Koliellaceae","","Hindák, 1963","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Characiaceae",NA,"Ankyra","Ankyra; Ankyra judai",NA,"","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Characiaceae","","Fott, 1957","","http://algaebase.org/search/genus/detail/?genus_id=ye2330d54d2ec8047&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Chlorococcaceae","Chlorococcaceae","Chlorococcum","Chlorococcum","Chlorococcum; Chlorococcum humicola","","Chlorophyta","Chlorophytina","Chlorophyceae","","Chlamydomonadales","Chlorococcaceae","","Meneghini, 1842","","http://algaebase.org/search/genus/detail/?genus_id=Y8ada1dd9a5ea9305&sk=0"
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Chlorococcaceae",NA,"Tetraedron","Tetraedron; Tetraedron arthrodesmiforme; Tetraedron bifurcatum; Tetraedron caudatum; Tetraedron constrictum; Tetraedron duospinum; Tetraedron gracile; Tetraedron hastatum; Tetraedron heteracanthum; Tetraedron limneticum; Tetraedron minimum; Tetraedron minutum; Tetraedron muticum; Tetraedron pentaedricum; Tetraedron plactonicum; Tetraedron pusillum; Tetraedron regulare; Tetraedron trigonum; Tetraedron victoriae",NA,"","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Hydrodictyaceae","Tetraëdron","Kützing, 1845","correct spelling is ""Tetraëdron""",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Coccomyxaceae","Oocystaceae","Nannochloris","Nannochloris","Nannochloris","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Naumann, 1919","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Dictyosphaeriaceae","Oocystaceae","Botryococcus","Botryococcus; Botryococcus braunii; Botryococcus protuberans","Botryococcus","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Trebouxiales","Botryococcaceae","","Kützing, 1849","","http://algaebase.org/search/genus/detail/?genus_id=s4e187d7c08ac3634&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Dictyosphaeriaceae","Oocystaceae","Dictyosphaerium","Dictyosphaerium; Dictyosphaerium chlorelloides; Dictyosphaerium ehrenbergianum; Dictyosphaerium pulchellum; Dictyosphaerium tetrachotomum","Dictyosphaerium; Dictyosphaerium ehrenbergianum; Dictyosphaerium ehrenbergii; Dictyosphaerium pulchellum","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Nägeli, 1849","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Hormotilaceae",NA,"Palmodictyon","Palmodictyon viride",NA,"","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Radiococcaceae","","Kützing, 1845","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Hydrodictyaceae",NA,"Parapediastrum","Parapediastrum biradiatum",NA,"","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Hydrodictyaceae","","E.Hegewald, 2005","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Hydrodictyaceae","Hydrodictyaceae","Pediastrum","Pediastrum; Pediastrum angulosum; Pediastrum boryanum; Pediastrum duplex; Pediastrum kawraiskyi; Pediastrum simplex; Pediastrum tetras","Pediastrum; Pediastrum Boryanum; Pediastrum duplex; Pediastrum duplex clathratum; Pediastrum duplex gracillimum ; Pediastrum duplex rotundatum; Pediastrum kawraiskyi; Pediastrum obtusum; Pediastrum simplex duodenarium; Pediastrum tetras","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Hydrodictyaceae","","Meyen, 1829","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Micractiniaceae",NA,"Golenkina","Golenkina; Golenkina paucispina; Golenkina radiata",NA,"","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Neochloridaceae","","Chodat, 1894","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Micractiniaceae","Micractiniaceae","Micractinium","Micractinium; Micractinium pusillum; Micractinium quadrisetum","Micractinium","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Fresenius, 1858","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Microsporaceae","Microsporaceae","Microspora","Microspora","Microspora","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Microsporaceae","","Thuret, 1850","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Ankistrodesmus","Ankistrodesmus; Ankistrodesmus bibraianus; Ankistrodesmus falcatus; Ankistrodesmus spiralis","Ankistrodesmus; Ankistrodesmus falcatus; Ankistrodesmus fractus; Ankistrodesmus nannoselene; Ankistrodesmus spiralis","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Selenastraceae","","Corda, 1838","","http://algaebase.org/search/genus/detail/?genus_id=k27a57d5f446797cc&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Tetrasporales","Oocystaceae","Coccomyxaceae","Eremosphaera","Eremosphaera viridis","Eremosphaera","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","","De Bary, 1858","",""
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Oocystaceae",NA,"Keratococcus","Keratococcus bicaudatus",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Pascher, 1915","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Kirchneriella","Kirchneriella; Kirchneriella contorta; Kirchneriella lunaris; Kirchneriella obesa","Kirchneriella; Kirchneriella contorta; Kirchneriella lunaris; Kirchneriella obesa","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Selenastraceae","","Schmidle, 1893","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Lagerheimia","Lagerheimia; Lagerheimia chodatii; Lagerheimia citriformis; Lagerheimia genevensis; Lagerheimia longiseta; Lagerheimia quadriseta; Lagerheimia subsalsa; Lagerheimia wratislaviensis","Lagerheimia; Lagerheimia genevensis; Lagerheimia subsalsa","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","","Chodat, 1895","","http://algaebase.org/search/genus/detail/?genus_id=Jde0221cf23322c70&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Monoraphidium","Monoraphidium; Monoraphidium arcuatum; Monoraphidium circinale; Monoraphidium contortum; Monoraphidium convolutum; Monoraphidium griffithii; Monoraphidium irregulare; Monoraphidium komarkovae; Monoraphidium minimum; Monoraphidium minutum; Monoraphidium nanum; Monoraphidium pusillum; Monoraphidium tortile","Monoraphidium","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Selenastraceae","","Komárková-Legnerová, 1969","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Nephrocytium","Nephrocytium; Nephrocytium agardhianum; Nephrocytium limneticum; Nephrocytium lunatum","Nephrocytium; Nephrocytium limneticum","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","","Nägeli, 1849","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Oocystis","Oocystis; Oocystis borgei; Oocystis crassa; Oocystis lacustris; Oocystis marssonii; Oocystis parva; Oocystis pusilla; Oocystis solitaria","Oocystis; Oocystis elliptica; Oocystis eremosphaeria; Oocystis gigas; Oocystis gloeocystiformis; Oocystis parva; Oocystis pusilla; Oocystis pyriformis; Oocystis solitaria","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Oocystaceae","","Nägeli ex A.Braun, 1855","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Planktosphaeria","Planktosphaeria; Planktosphaeria gelatinosa","Planktosphaeria","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Schizochlamydaceae","","G.M.Smith, 1918","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Quadrigula","Quadrigula; Quadrigula chodatii; Quadrigula closteroides; Quadrigula lacustris; Quadrigula pfitzeri","Quadrigula; Quadrigula chodati; Quadrigula lacustris","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Selenastraceae","","Printz, 1916","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Schroederia","Schroederia; Schroederia robusta; Schroederia setigera","Schroederia","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Schroederiaceae","","Lemmermann, 1898","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Selenastrum","Selenastrum; Selenastrum gracile; Selenastrum minutum","Selenastrum","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Selenastraceae","","Reinsch, 1867","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Oocystaceae","Oocystaceae","Westella","Westella; Westella botryoides; Westella linearis","Westella","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Scenedesmaceae","","De Wildeman, 1897","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Actinastrum","Actinastrum; Actinastrum gracillimum; Actinastrum hantzschii","Actinastrum; Actinastrum hantzschii","","Chlorophyta","Chlorophytina","Trebouxiophyceae","","Chlorellales","Chlorellaceae","","Lagerheim, 1882","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Crucigenia","Crucigenia; Crucigenia apiculata; Crucigenia crucifera; Crucigenia fenestrata; Crucigenia irregularis; Crucigenia quadrata; Crucigenia rectangularis; Crucigenia tetrapedia; Crucigenia truncata","Crucigenia; Crucigenia apiculata; Crucigenia fenestrata; Crucigenia irregularis; Crucigenia quadrata; Crucigenia rectangularis; Crucigenia tetrapedia","","Chlorophyta","Chlorophytina","Trebouxiophyceae",""," Trebouxiophyceae ordo incertae sedis","Trebouxiophyceae incertae sedis","","Morren, 1830","Crucigenia and Crucigeniella are synonyms; use Crucigenia","http://algaebase.org/search/genus/detail/?genus_id=b0b7197b93a771cdb&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae",NA,"Chlorophyta",NA,"Chlorophyceae","Chlorococcales",NA,"Scenedesmaceae",NA,"Crucigeniella","Crucigeniella; Crucigeniella apiculata; Crucigeniella crucifera; Crucigeniella irregularis; Crucigeniella rectangularis",NA,"","Chlorophyta","Chlorophytina","Trebouxiophyceae",""," Trebouxiophyceae ordo incertae sedis","Trebouxiophyceae incertae sedis","Crucigenia","Morren, 1830","Crucigenia and Crucigeniella are synonyms; use Crucigenia","http://algaebase.org/search/genus/detail/?genus_id=b0b7197b93a771cdb&-session=abv4:CC2E5C920c81127EDFth25D6836A"
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Scenedesmus","Scenedesmus; Scenedesmus abundans; Scenedesmus acuminatus; Scenedesmus acutiformis; Scenedesmus arcuatus; Scenedesmus armatus; Scenedesmus balatonicus; Scenedesmus bernardii; Scenedesmus bijuga; Scenedesmus brasiliensis; Scenedesmus communis; Scenedesmus costatus; Scenedesmus dimorphus; Scenedesmus dispar; Scenedesmus ellipticus; Scenedesmus falcatus; Scenedesmus incrassatulus; Scenedesmus obliquus; Scenedesmus opoliensis; Scenedesmus protuberans; Scenedesmus quadricauda; Scenedesmus raciborskii; Scenedesmus subspicatus","Scenedesmus; Scenedesmus acuminatus; Scenedesmus bijuga; Scenedesmus dimorphus; Scenedesmus ecornis; Scenedesmus ovalternus; Scenedesmus quadricuada Westii; Scenedesmus quadricuada maximus; Scenedesmus spinosus","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Scenedesmaceae","","Meyen, 1829","",""
"Green algae","Green Algae","Chlorophyta","Chlorophyta","Chlorophyceae","Chlorococcales","Chlorococcales","Scenedesmaceae","Scenedesmaceae","Tetrastrum","Tetrastrum; Tetrastrum elegans; Tetrastrum glabrum; Tetrastrum heteracanthum; Tetrastrum komarekii; Tetrastrum minimum; Tetrastrum staurogeniaeforme; Tetrastrum triangulare","Tetrastrum; Tetrastrum glabrum; Tetrastrum staurogeniaforma","","Chlorophyta","Chlorophytina","Chlorophyceae","","Sphaeropleales","Scenedesmaceae","","Chodat, 1895","",""
