usgs_id,site_ID,sample_id,visit_id,visit_no,sample_category,cylindrospermopsin,microcystin,saxitoxin
MM-10045A,NLA06608-1488,510513,8335,1,P,0,9.5,0
MM-09266A,NLA06608-1524,502213,8350,1,P,0,0,0
MM-09270A,NLA06608-1564,505963,8363,1,P,0,0,0
MM-10035A,NLA06608-1568,504983,8364,1,P,0,0,0
MM-09263A,NLA06608-1804,502683,8443,1,P,0,0.37,0
MM-11175A,NLA06608-1868,513923,8466,1,P,0.11,0,0
MM-11178A,NLA06608-1960,513543,8487,1,P,0,0.14,0
MM-11649A,NLA06608-3320,517043,8654,1,P,0,0,0
MM-11174A,NLA06608-3480,508313,8656,1,P,0,0,0.38
MM-10046A,NLA06608-3616,513503,8659,1,P,0,0,0
MM-09271A,NLA06608-4056,504993,8666,1,P,0,0,0
MM-10047A,NLA06608-4064,513323,8667,1,P,0,0,0
MM-11547A,NLA06608-4206,516853,8668,1,P,0,0,0.03
MM-11541A,NLA06608-4320,517053,8670,1,P,0,0,0
MM-11540A,NLA06608-4382,516533,8671,1,P,0,0,0
MM-11180A,NLA06608-4414,509893,8673,1,P,0,0,0
MM-11184A,NLA06608-4440,509953,8674,1,P,0,0.2,0
MM-11171A,NLA06608-4472,508303,8675,1,P,0,0.17,0
MM-09268A,NLA06608-4504,502723,8676,1,P,0,0,0
MM-10042A,NLA06608-4610,506923,8677,1,P,0,0,0
MM-11176A,NLA06608-4643,509343,8678,1,P,0,0.12,0
MM-11548A,NLA06608-4659,516903,8680,1,P,0,0.13,0.03
MM-11185A,NLA06608-4828,513963,8683,1,P,0.41,0,0
MM-10039A,NLA06608-4929,509643,8684,1,P,0,0,0.02
MM-11181A,NLA06608-4949,504283,8685,1,P,0,0,0
MM-11232A,NLA06608-0049,509743,7532,1,P,0,0,0
MM-09945A,NLA06608-0290,504563,7720,1,P,0,1.1,0
MM-11936A,NLA06608-0290,517413,7721,2,P,0,0,0
MM-11930A,NLA06608-0290,517563,7721,2,D,0,0,0
MM-09950A,NLA06608-0306,515183,7731,1,P,0,0,0
MM-09943A,NLA06608-0402,505803,7782,1,P,0,1.2,0
MM-11934A,NLA06608-0402,505823,7783,2,P,0,1.4,0
MM-11939A,NLA06608-0402,517293,7783,2,D,0,1.8,0
MM-11237A,NLA06608-0406,512083,7786,1,P,0,0,0
MM-09946A,NLA06608-0614,505933,7897,1,P,0,0,0
MM-11933A,NLA06608-0625,517333,7906,1,P,0,0,0
MM-09953A,NLA06608-0658,506783,7922,1,P,0,0,0
MM-09944A,NLA06608-0677,506793,7932,1,P,0,1.2,0
MM-11230A,NLA06608-0678,511433,7933,1,P,0,0,0.02
MM-11231A,NLA06608-0870,505623,8036,1,P,0,0,0
MM-09954A,NLA06608-0881,504543,8045,1,P,0,0,0
MM-09947A,NLA06608-0933,506083,8070,1,P,0,0,0
MM-11238A,NLA06608-0934,506823,8071,1,P,0,0,0
MM-11931A,NLA06608-1058,517533,8134,1,P,0,0,0
MM-11235A,NLA06608-1073,509523,8139,1,P,0,0,0
MM-09949A,NLA06608-1190,504433,8193,1,P,0,0,0
MM-09951A,NLA06608-1266,506773,8231,1,P,0,0,0
MM-09955A,NLA06608-1426,504453,8308,1,P,0,0,0
MM-09952A,NLA06608-1445,504403,8314,1,P,0,0.75,0
MM-11236A,NLA06608-1446,510033,8315,1,P,0,0,0
MM-11239A,NLA06608-1638,511213,8388,1,P,0,0,0
MM-11233A,NLA06608-1894,508233,8475,1,P,0,0,0
MM-11234A,NLA06608-1958,509803,8485,1,P,0,0,0
MM-11932A,NLA06608-2082,517273,8512,1,P,0,0,0
MM-11935A,NLA06608-2438,517753,8570,1,P,0,0,0
MM-09948A,NLA06608-2450,505683,8571,1,P,0,0,0
MM-09956A,NLA06608-2481,504573,8576,1,P,0,0,0
MM-11938A,NLA06608-2673,517613,8603,1,P,0,0,0
MM-11937A,NLA06608-2726,517353,8610,1,P,0,0,0
MM-10566A,NLA06608-R10CHARLT,508383,8855,1,P,0,0,0
MM-10567A,NLA06608-R10DEERLA,508263,8857,1,P,0,0,0
MM-10568A,NLA06608-R10FISHLA,511223,8858,1,P,0,0,0
MM-10565A,NLA06608-R10FOURMI,510383,8859,1,P,0,0,0
MM-10971A,NLA06608-R10SQUAWL,509583,8861,1,P,0,0,0
MM-09030A,NLA06608-0066,502633,7549,1,P,0,0,0
MM-11515A,NLA06608-0066,517653,7550,2,P,0,0,0
MM-11514A,NLA06608-0066,517863,7550,2,D,0,0,0.02
MM-11843A,NLA06608-0149,505653,7623,1,P,0,0,0
MM-11533A,NLA06608-0185,507233,7649,1,P,0,0.15,0
MM-11844A,NLA06608-0377,502503,7770,1,P,0,0.46,0
MM-11381A,NLA06608-0386,506053,7774,1,P,0,0,0
MM-11537A,NLA06608-0405,517073,7785,1,P,0,0.17,0
MM-11536A,NLA06608-0469,513463,7817,1,P,0,0,0.04
MM-09031A,NLA06608-0509,502513,7843,1,P,0,0,0
MM-11382A,NLA06608-0514,502523,7847,1,P,0,0,0
MM-11530A,NLA06608-0661,506993,7925,1,P,0,0.18,0.02
MM-09029A,NLA06608-0765,502733,7977,1,P,0,0,0
MM-11531A,NLA06608-0869,507003,8035,1,P,0,0,0
MM-11383A,NLA06608-1145,515173,8170,1,P,0,3.9,0
MM-11532A,NLA06608-1209,510013,8203,1,P,0,0,0
MM-11845A,NLA06608-1401,506033,8298,1,P,0,2.1,0.06
MM-11534A,NLA06608-1465,510003,8325,1,P,0,0,0
MM-11535A,NLA06608-1637,507013,8387,1,P,0,1.2,0
MM-11513A,NLA06608-1789,517873,8438,1,P,0,0,0
MM-12227A,NLA06608-R34,511483,8878,1,P,0,0,0
MM-09851A,NLA06608-0562,508773,7868,1,P,0,0,0
MM-11413A,NLA06608-0562,508983,7869,2,P,0,0,0
MM-11421A,NLA06608-0562,513593,7869,2,D,0,0,0
MM-09846A,NLA06608-0690,508803,7938,1,P,0,0,0
MM-11419A,NLA06608-0690,509603,7939,2,P,0,0,0
MM-11428A,NLA06608-0690,510233,7939,2,D,0,0,0
MM-09856A,NLA06608-1586,505453,8373,1,P,0,0,0
MM-09863A,NLA06608-1906,513853,8477,1,P,0,0.3,0
